Nome: BELEM;;;;;;;;;
Codigo Estacao: 82191;;;;;;;;;
Latitude: -1.43583333;;;;;;;;;
Longitude: -48.43722221;;;;;;;;;
Altitude: 7.13;;;;;;;;;
Situacao: Operante;;;;;;;;;
Data Inicial: 1990-01-01;;;;;;;;;
Data Final: 2023-10-01;;;;;;;;;
Periodicidade da Medicao: Diaria;;;;;;;;;
;;;;;;;;;
Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(ï¿½ï;TEMPERATURA MEDIA COMPENSADA, DIARIA(ï¿½ï;TEMPERATURA MINIMA, DIARIA(ï¿½ï;UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
23/12/2013;0,9;1,4;57,8;28,8;25,5;22,9;94,25;93;0,6
24/12/2013;0,5;4,9;17,8;32,3;26,6;22,9;88,5;74;0,866667
25/12/2013;1,4;9,1;1,8;33,5;27,84;24,5;79,5;62;1,866667
26/12/2013;1,7;3,8;4,4;31,2;26,7;24,9;92,75;85;1,7
27/12/2013;1,2;6;15;31,4;26,92;23,2;82;71;0,833333
28/12/2013;1,3;7,7;0,7;33;27,02;23,1;82,25;67;1,233333
29/12/2013;1,6;6,6;4,8;32,7;27,54;24,2;85,5;84;1,933333
30/12/2013;1,5;9,2;2,7;32,5;27,66;24,4;72,25;58;2,033333
31/12/2013;2,4;8,9;0;33,8;27,72;22;74,25;60;1,266667
01/01/2014;2,5;9,4;0;33,6;27,6;22,8;76;60;1,4
02/01/2014;2,3;6,1;0;32,7;27,38;24,6;78;65;1,666667
03/01/2014;1,9;8;3,5;32,8;27,54;22,9;76,5;61;1,833333
04/01/2014;2,2;5,3;0;32,2;26,86;23,5;85,25;78;0,366667
05/01/2014;1,3;9,5;13,6;33;26,44;22,4;80;67;1,4
06/01/2014;1,6;7,1;5,9;32,4;26,6;22,4;88;83;0,7
07/01/2014;1,2;6,6;18,8;31,6;26,28;23,5;84;68;1,3
08/01/2014;1,1;5,7;0,2;32,3;26,22;23,5;86,75;69;0,4
09/01/2014;1,4;2,7;7,1;31,3;25,64;22,7;86;71;1,1
10/01/2014;1,4;3;26,8;31;25,18;21,8;88,5;72;0,333333
11/01/2014;1,2;6,2;9,8;32,5;27;22,7;81,25;63;1,266667
12/01/2014;1,7;0;75,5;27;24,12;22,6;92,75;86;0
13/01/2014;0,2;6,2;27,2;31,6;26,32;22,6;87,5;76;0,866667
14/01/2014;1,5;6,1;21,6;32,8;26,68;24,3;85,25;66;1,133333
15/01/2014;1,7;4,4;3,2;31,5;26,28;22,9;87,75;81;0,8
16/01/2014;1,3;5,1;19,6;31,8;26,24;22,7;88,75;70;0,6
17/01/2014;1,2;8,3;59,4;33,2;27,84;23,4;75,5;61;2,433333
18/01/2014;2;8,5;0,2;33,6;28,38;24,4;77,25;63;1,633333
19/01/2014;2,6;7,2;0;32,1;27,48;24,3;83,25;76;1,266667
20/01/2014;1,7;5;4,6;31,1;27,22;24,9;88,25;83;0,333333
21/01/2014;1,7;7,7;13,8;32,7;27;23,5;83,25;74;0,933333
22/01/2014;1,4;10,1;10,3;33,7;27,8;22,6;78;64;1,4
23/01/2014;2,6;8,2;1;33,7;26,96;23,1;83,75;69;1,5
24/01/2014;1,8;1,8;45;31,7;26,2;23,8;89,25;74;0,666667
25/01/2014;0,6;0;17,9;26,6;24,24;22;91,25;83;0,1
26/01/2014;0,7;3,8;1,3;30,5;26,1;22,9;82;70;1,266667
27/01/2014;1,7;0;0;28,8;25,96;23,8;90;79;0,433333
28/01/2014;1;2;3,2;31,6;26;23;83,75;67;1,733333
29/01/2014;1,4;2,8;1,6;29,6;25,92;23;91;85;0,9
30/01/2014;0,9;3,6;9,4;30,1;26,3;23,4;86,5;77;1,2
31/01/2014;1,2;4,9;6,4;30,9;26,24;23,4;87;71;0,8
01/02/2014;1;0,8;15,4;28,9;25,46;24,4;94,75;93;0,233333
02/02/2014;0,7;3,6;24,6;29,7;25,98;23,8;92,5;90;0,666667
03/02/2014;0,8;2;53,8;29,9;25,2;22,8;95,5;93;0,333333
04/02/2014;0,5;3,9;67,5;30,8;25,84;23,1;90,75;81;0,533333
05/02/2014;0,8;8,2;16,5;32,1;25,68;22,6;84,25;65;0,833333
06/02/2014;1,6;4,2;61,9;30,1;25,9;23,2;91,25;82;0,333333
07/02/2014;1,1;6,4;2,8;32,4;26,7;23,7;91;87;0,866667
08/02/2014;1,1;3,4;11,7;31,2;26,04;23,5;94;85;0,366667
09/02/2014;0,9;7,3;38,6;32,3;26,82;23,1;88;78;0,966667
10/02/2014;1,3;8,3;8,8;32,6;27,6;24,3;84,75;78;2,7
11/02/2014;1,6;4,2;8,8;30,3;26,32;23,6;90,75;81;1,033333
12/02/2014;1,1;2,6;19,8;31;25,98;23,7;91,5;83;1,1
13/02/2014;1;0;17,2;26,8;25,1;24,3;93,75;90;0,333333
14/02/2014;0,5;1,7;7;30,6;26,36;23,8;89,75;80;0,6
15/02/2014;1,1;2,1;5,4;30,6;25,5;23,3;95;93;1,066667
16/02/2014;0,9;0,8;7;30;25,32;23,3;92,25;85;0,4
17/02/2014;0,7;5,7;20;32,1;26;23;86,25;66;0,233333
18/02/2014;1,3;0,9;37;29,3;25,42;23,8;92,75;85;0,833333
19/02/2014;0,7;4,2;33,8;31,4;25,96;23,3;88,75;77;0,866667
20/02/2014;0,8;1;42;29,7;26,76;24,3;89;85;0,866667
21/02/2014;0,7;5,1;0,3;32,6;26,46;24,2;89;84;0,566667
22/02/2014;1;5,4;25,1;31;26,22;23;90,25;86;0,6
23/02/2014;1,2;2,8;14,2;31,4;26,34;23,5;90,5;85;0,6
24/02/2014;0,8;8,6;10,5;32,6;27,22;23,4;84,5;73;1,833333
25/02/2014;1,6;6,1;2,3;32,5;26,74;23,8;85,75;68;1,566667
26/02/2014;1;7,3;33,2;33;27,54;23,8;84,5;79;0,6
27/02/2014;1,6;0,4;17,7;30,7;26,66;23,4;83,75;75;1,433333
28/02/2014;0,9;3;0;32,3;26,52;24,3;90,25;81;0
01/03/2014;1,1;6,2;86,3;31,7;26,54;23,8;87,5;78;0,633333
02/03/2014;1,1;3,1;33,7;30,7;25,86;23,4;92;83;0,233333
03/03/2014;0,8;0,6;6,7;30,1;26,32;24,2;89,25;84;0,4
04/03/2014;1,1;4,3;0,3;31,2;25,88;23,4;88,75;78;1,366667
05/03/2014;0,9;5,3;28,5;31,2;26,64;23,4;91,5;88;0,7
06/03/2014;0,7;3,5;32,6;30,7;26,48;23,5;93,25;90;0
07/03/2014;0,9;4,4;33,8;30,9;26,78;23,8;88,25;84;0,833333
08/03/2014;0,9;1,5;30,9;29,9;26,2;24,4;93;86;0,8
09/03/2014;0,9;0;26,2;27,3;25,32;23,7;93,75;89;0,033333
10/03/2014;0,3;5,8;17;31,8;26,62;24,5;88,5;77;0,466667
11/03/2014;1,3;4,3;10,1;29,8;26,26;24,2;89,5;87;0,966667
12/03/2014;0,9;4,5;6,1;31,3;26,6;23,8;93;87;0,9
13/03/2014;1;7,5;12,1;32,1;26,54;23,6;87,75;76;0,966667
14/03/2014;1,2;6,9;21,2;31,8;26,4;23,7;87,5;82;0,766667
15/03/2014;1,3;2,3;7,6;30,4;25,4;22,8;92,75;87;0
16/03/2014;1,3;3,7;25,4;30,8;26,56;23,3;83;68;1,8
17/03/2014;1,1;5,7;0;31,9;26,3;22,8;89,5;82;0,866667
18/03/2014;1,3;5,6;21,6;31,4;26,98;23,8;87,25;72;1,033333
19/03/2014;1,1;5,1;4,1;31,6;27,1;24,5;89,75;85;1,166667
20/03/2014;1;5,2;11;31,9;26,4;23,5;88,5;81;1,233333
21/03/2014;1,2;6,8;3;32,5;27,18;23,8;86,5;80;1,3
22/03/2014;1,1;3;8,1;32,6;26,86;23,8;88,25;79;0,766667
23/03/2014;1,4;6;28;31,4;26,58;24,3;89,25;84;0,933333
24/03/2014;1,4;5,3;36,6;32;26,72;23,6;90,5;83;0,766667
25/03/2014;0,7;5,1;31,1;31,6;26,34;23,6;91;80;1,466667
26/03/2014;1,2;5,4;1,4;31,7;26,9;22,6;88;85;1,733333
27/03/2014;0,9;7,7;20,8;32,1;26,98;22,8;84;73;1,133333
28/03/2014;1,2;7,7;16,2;31,4;27,14;23,5;83,5;75;1,233333
29/03/2014;1,7;4,4;2;31,3;26,58;24,2;83,75;70;0,566667
30/03/2014;1,2;7,5;0;32,8;27,48;23,6;84;67;1,233333
31/03/2014;2,1;5,9;0,3;31,4;26,88;24,4;89,25;81;0,533333
01/04/2014;0,9;5,2;17,8;32,8;26,38;23,1;90,75;83;1,033333
02/04/2014;1,3;2,2;38,3;30,6;25,54;23,2;93,75;89;0,466667
03/04/2014;0,5;2,6;55,4;31,7;26,7;23,2;88,5;78;0,966667
04/04/2014;1,3;0,6;2;30,7;26,38;24,3;90,5;84;0,266667
05/04/2014;0,9;7,8;0,5;32,8;27,14;22,8;84,25;74;1,733333
06/04/2014;1,5;6;11,8;31,2;27,1;23,1;88,5;83;1
07/04/2014;1;7,3;13,2;32,8;27,5;23,8;86,5;82;1,066667
08/04/2014;1,5;5,2;10,7;31,5;27,14;24,8;90,25;84;0,533333
09/04/2014;1;1,1;3,2;28,6;25,86;23,6;89,75;79;0,666667
10/04/2014;0,9;3,2;3;29,3;26,44;24,6;87;83;0,366667
11/04/2014;1,2;0,9;5,2;29,4;26,14;24,3;93;86;0,266667
12/04/2014;0,5;8,3;16,6;32,5;27,08;22,9;85;72;0,866667
13/04/2014;1,3;5,8;7,4;32;27,14;23,5;89,75;84;0,533333
14/04/2014;1,2;7,8;17,6;33,5;27,6;23,3;79;57;0,533333
15/04/2014;1,9;7,7;8,1;32,8;26,92;23,4;84,75;72;1,8
16/04/2014;1,6;7,1;5,7;33,1;27,5;23,4;83,5;70;0,833333
17/04/2014;1,5;3,8;13,9;31,4;26,72;23,6;91,5;83;0,7
18/04/2014;0,8;3;20,4;29,9;26,12;23,7;92,75;88;0,466667
19/04/2014;0,7;5,4;12,1;32,1;26,38;23,1;89,5;83;1,3
20/04/2014;1;5,3;44,8;31,7;26,68;22,7;92,75;85;0,366667
21/04/2014;0,9;5;38,3;31,9;26,62;23,8;87;69;1,266667
22/04/2014;1,2;7,6;22,4;31,7;27,18;23,4;87;83;1,1
23/04/2014;1,5;6,7;14,3;32,4;27,06;23,4;85,5;72;1,866667
24/04/2014;0,9;8;0,6;32,9;27,18;23;81,75;60;1,166667
25/04/2014;1,5;5,6;28,4;32,7;27,06;23,8;89,5;81;0,6
26/04/2014;1,6;3,6;62,5;31,1;27,06;24,6;91,75;90;0,1
27/04/2014;0,6;0,5;10,7;29,5;26;23,8;95,25;93;0
28/04/2014;0,3;3,2;20,5;31,9;25,92;23,3;87;69;0,9
29/04/2014;1,9;7,3;54,7;31,6;26,96;23,6;85,5;73;1,5
30/04/2014;0,6;8,2;1,1;33;26,96;23,4;84,75;63;1,133333
01/05/2014;1;0;17,4;29,6;26,46;23,3;89,5;81;0,233333
02/05/2014;1,4;0,1;6;30,3;26,12;23,1;87,25;76;0,833333
03/05/2014;1;8,9;3,4;32,9;27,86;23;83,75;77;1,266667
04/05/2014;1,8;8,2;0;32,7;27,82;23,2;83,25;76;1,333333
05/05/2014;1,4;7,1;6,6;33,8;27,84;23,6;79,75;66;1,466667
06/05/2014;1,7;4,1;0;32;26,1;23,2;89;84;0,766667
07/05/2014;0,9;3,5;23,5;30,8;26,16;22,6;88,5;83;0,533333
08/05/2014;1,3;1,6;17;31,2;26,24;22,8;89,25;77;0,6
09/05/2014;0,6;2,5;7,6;31,1;26,5;23,8;91,75;88;0
10/05/2014;1,4;2,2;23;30,7;26,4;23,5;92;85;0,533333
11/05/2014;0,6;5,2;12,5;31,9;26,5;23,1;89;77;0
12/05/2014;0,9;2,9;13,5;31,3;26,02;23,2;90,25;80;0,866667
13/05/2014;0,7;1,1;15,4;29,3;25,74;23,1;90;79;0,966667
14/05/2014;1,1;6,2;9,2;31,4;26,82;23,2;85,75;72;0,7
15/05/2014;0,8;6,6;30,6;33,2;27,02;24,3;86,75;73;0,5
16/05/2014;1,8;4,6;9,2;31,7;26,26;23,5;88,25;75;1,1
17/05/2014;1,2;7,2;4,6;32,3;27,1;23,6;85,5;76;1,1
18/05/2014;1,4;9,4;0;33,4;27,68;23,2;82;60;1,3
19/05/2014;2,5;7;11,8;32,9;27,62;23,2;86,75;81;0,933333
20/05/2014;1,2;5,9;2,4;32,9;27,18;23,4;88,75;85;1,133333
21/05/2014;1,4;8,7;7,2;32,5;27,44;23,6;82,75;64;0,866667
22/05/2014;1,5;2;28,2;29,8;26,16;23,3;93;88;0,033333
23/05/2014;1;6,5;29,5;32,1;26,78;23,8;87;75;0,1
24/05/2014;1,2;1,8;32;null;25,84;23,6;91,5;83;0,166667
25/05/2014;0,8;6,6;5,5;31,9;27;23,1;86,5;75;0,9
26/05/2014;2,1;8,7;2,2;32,8;27,12;22,4;81,25;62;1,133333
27/05/2014;1,4;9,2;5,6;32,8;27,16;23,3;83;63;0,633333
28/05/2014;1,4;6,5;2,8;33;27,28;22,9;85,75;79;0,933333
29/05/2014;1,3;1,6;2,4;29,7;26,3;24,3;91,5;80;0,9
30/05/2014;1,3;null;0;32,5;26,96;23,8;83,75;67;1,366667
31/05/2014;1,3;8,3;3,8;32,9;27,6;22,8;79;62;1,533333
01/06/2014;2,1;8,5;0;33,1;28,48;23,7;78;61;0,866667
02/06/2014;2,3;0,4;0;30,8;26,74;23,4;85,5;75;0,633333
03/06/2014;1,2;4,2;0;33,3;26,94;23,8;85,25;64;0,833333
04/06/2014;1,6;7,8;22;33,4;27,18;23,4;84,75;71;0,666667
05/06/2014;1,7;7,6;0;32,9;27,2;23,4;85,5;75;0,833333
06/06/2014;1,5;8,3;8,2;32,5;27,44;23,1;79,25;64;1,6
07/06/2014;1,6;7,8;0,6;32,3;27,22;23,4;81,25;70;1,066667
08/06/2014;1,6;8,1;1,1;33,4;27,82;24,3;83,25;72;1,433333
09/06/2014;1,2;8,7;7,4;33,4;27,28;23,1;81;63;1,6
10/06/2014;1,4;7,2;27,8;32,1;26,94;22,8;85,75;73;1,133333
11/06/2014;1,4;6,8;0,6;32,1;26,62;23,2;83,75;68;1,533333
12/06/2014;1,1;5,9;23,3;32,5;27,18;23;83,75;65;0,266667
13/06/2014;1,3;8,6;0;33,6;27,92;23,8;81;59;0,666667
14/06/2014;1,6;7,8;0;33,4;27,66;24,2;79,75;60;1,133333
15/06/2014;1,4;8,8;0;33,7;27,56;24,8;79;62;1,033333
16/06/2014;1,5;0,9;48;31,6;26,32;23,4;88,75;80;0,433333
17/06/2014;1,3;2,8;10,4;30,3;26,54;22,6;88,25;79;0,266667
18/06/2014;1,3;7,1;0;32,6;26,92;22,6;82,25;65;0,666667
19/06/2014;1,2;7,4;6,2;32,6;26,7;22,5;85;67;1,566667
20/06/2014;1,6;6,6;4,9;32,1;26,98;22,6;88,5;83;0,966667
21/06/2014;1,2;7,3;0;32,4;26,72;22,6;83,25;62;1,2
22/06/2014;1;8,5;6,9;33,3;26,86;22,8;84,25;68;0,7
23/06/2014;3;10;9,5;32,5;27,2;22,7;81,75;62;1,433333
24/06/2014;2,4;8,5;4,2;33,1;27,4;23;83;65;1,4
25/06/2014;2;5,8;6,2;31,7;26,9;22,8;88,5;85;1,6
26/06/2014;1;8;2;33,3;26,94;23;80,25;59;1,2
27/06/2014;2;4;30,2;31,7;26,26;23;89,25;82;1,1
28/06/2014;1;7,1;20,5;31,6;26,22;22,5;84,25;72;1,433333
29/06/2014;1,3;7,8;45,2;32,4;26,48;21,9;86;68;1,466667
30/06/2014;1,5;7,8;0,6;33,1;26,82;22,8;85,75;71;0,833333
01/07/2014;1,2;7,8;8,4;33,4;26,68;22,4;83,5;68;1,1
02/07/2014;1,7;4,7;10,4;32,5;26,46;23,2;88,75;77;0,466667
03/07/2014;1,3;9,7;47,2;32,7;26,9;23,1;85;64;1,2
04/07/2014;1;8;7;31,8;26,76;22,6;84;68;1,266667
05/07/2014;1,5;9;0,2;32,7;26,82;22,6;81,75;67;0,866667
06/07/2014;1,6;8,9;0;33,2;27,8;23;77;57;2,1
07/07/2014;1,9;10;0;32,8;27,26;23,5;79,75;61;2,433333
08/07/2014;1,9;6,5;11,8;32,3;26,86;23,1;87,5;71;0,766667
09/07/2014;2,9;6,2;5;32,5;26,22;22,5;84,75;63;0,7
10/07/2014;1,5;5,4;7,2;32,9;26,4;23,1;84,5;64;0,9
11/07/2014;1,8;7,2;null;32,5;26,92;22,9;84,5;68;1,233333
12/07/2014;1,2;9,2;3;32,8;26,7;22,8;83,75;65;1,233333
13/07/2014;1,7;9,6;7,8;32,5;26,14;23;86,5;70;0,5
14/07/2014;1,3;8,9;33,8;32,1;26,3;22,1;83,5;67;1,366667
15/07/2014;1,2;7,3;8,2;31,9;26,18;22,8;85,5;67;1,266667
16/07/2014;0,8;6;32,9;31,1;26,12;23,3;90;78;1,866667
17/07/2014;0,6;9,2;29,4;31,9;27,1;21,9;78,75;65;1,9
18/07/2014;1,3;9,5;0;32,4;25,52;22,6;76,75;61;1,2
19/07/2014;1,3;9,5;0;33,2;27,52;22,8;74,75;61;1,466667
20/07/2014;1,6;8,4;5;32,9;26,82;22,8;84,5;70;0,5
21/07/2014;0,8;9,5;2;32,7;27,36;22,3;76,5;63;1,2
22/07/2014;1,4;8,6;0;32,1;26,58;22,8;78;63;1,466667
23/07/2014;1,3;7,9;0;32;26,6;22,4;81,5;70;0,966667
24/07/2014;1,7;7,9;1,8;32,1;26,98;23;81,75;68;1,166667
25/07/2014;2;9;0,3;32,3;26,52;21,9;80,75;66;1,366667
26/07/2014;2,2;9,4;16,2;32,6;27,4;22,1;80,25;56;1,6
27/07/2014;3,4;5,4;0;32,2;27,06;24,3;84,5;76;1,133333
28/07/2014;4,6;9,7;0;33,6;27,52;22,6;75,25;63;0,9
29/07/2014;3,9;9,2;0;32,8;27,56;22,2;75,25;57;1,333333
30/07/2014;2,4;6,9;0;33,3;27,26;23,7;83;70;0,566667
31/07/2014;1,8;8,8;2,4;33,6;27,04;23,2;80,5;56;0,7
01/08/2014;1,5;7,9;14,3;32,8;27,2;23,4;80,25;66;0,866667
02/08/2014;2;8,9;4;33,5;27,5;22,4;78,5;65;0,766667
03/08/2014;1,3;9;0;33,5;27,26;23,6;82,5;68;0,533333
04/08/2014;2;8,9;13,8;32,7;26,86;23,4;82,25;67;0,966667
05/08/2014;1,7;9,2;1,8;33;27,76;23,6;79;63;1,633333
06/08/2014;2;7,2;0;32,5;26,78;23;84,5;70;1,2
07/08/2014;3,6;9;1;32,9;26,42;22;82,25;62;1,633333
08/08/2014;1,7;9,2;9,6;31,9;27,4;22,6;76,5;60;1,866667
09/08/2014;3,5;6,1;0;31,9;26,82;23,5;86;79;1,1
10/08/2014;1,5;9,4;8,8;32,3;27,42;22,1;78;67;1,733333
11/08/2014;1,8;8,8;0;32,9;27,4;23,4;79;63;1,7
12/08/2014;1,5;9;0;33,3;27,08;23,4;80,75;67;1,366667
13/08/2014;1,4;9,3;14,8;33;27,82;23,1;79,75;62;1,133333
14/08/2014;1,3;9;0;33,6;28,08;23;80,75;59;0,833333
15/08/2014;1,7;9,1;0;33,2;27,44;23;78,75;57;1,533333
16/08/2014;1,4;9,4;1,4;32,6;27,6;22,6;77,75;63;1,2
17/08/2014;1,9;9,5;0;32,6;27,04;23,4;79,75;54;1,233333
18/08/2014;2,5;9,5;0;32,9;27,16;22,3;80,25;59;1,3
19/08/2014;2,5;9,6;0;34,4;28,14;22,6;72,5;55;1,166667
20/08/2014;2,7;8,8;0;33,1;27,94;23,1;73,75;56;1,1
21/08/2014;2,7;8,4;0;32,9;27,5;22,9;76;67;1,966667
22/08/2014;1,6;9,7;0;33,4;27,44;22,8;75,75;57;1,466667
23/08/2014;1,5;8,2;0;33,7;27,42;22,1;79,75;67;0,633333
24/08/2014;8;6,6;0,1;32,4;26,74;23,2;82;69;0,633333
25/08/2014;0,9;8,3;6;32,4;26,48;22,2;81,5;66;1,666667
26/08/2014;0,8;9,4;0;32,9;27,4;22,3;76;62;2,433333
27/08/2014;1,2;9,4;0;33;27,58;22,7;70,5;55;2,566667
28/08/2014;1;7,4;0;32,9;27,24;22,1;78,25;67;1,133333
29/08/2014;0,8;8;7,4;33,5;27,1;23;81,75;66;1,1
30/08/2014;0,3;5,1;1,6;32,7;27,4;23;84,75;80;1,1
31/08/2014;0,8;7,6;0,2;33,5;26,82;22,3;83;67;1,1
01/09/2014;0,7;8,3;27,9;32,7;26,82;22,2;81;59;1,3
02/09/2014;1;9,6;13,4;33;27,34;21,9;74,25;60;2,2
03/09/2014;1,7;9,6;0;33,6;27,5;22,2;75,5;64;1,666667
04/09/2014;1,2;9,6;0;33,4;27,76;22,4;75;66;2
05/09/2014;1,3;7,1;0;32,9;26,42;22,4;82;65;1,066667
06/09/2014;1,4;7,4;21,2;32,5;27;22,5;75,75;60;1,866667
07/09/2014;1,9;9,5;0;33,1;26,9;22,2;80,5;63;1,666667
08/09/2014;1,9;6,9;20;32,7;27,52;23,3;81,25;67;1,033333
09/09/2014;1,9;9,3;0;33,1;26,9;23;82,25;72;3,933333
10/09/2014;2,3;8,1;4,2;33,2;27,44;22,9;79,75;73;0,9
11/09/2014;2;9,1;0,1;32,9;27,56;23,1;77,5;63;1,266667
12/09/2014;2,5;8,3;0;32,9;27,6;23,3;78,25;63;1,9
13/09/2014;4;9,4;0;33,3;27,26;22,2;77,5;59;1,4
14/09/2014;2,2;9,1;0,8;33,3;27,18;22,7;80,5;62;1,1
15/09/2014;1,7;8,4;3,6;33,3;27,76;23,1;80;71;1,1
16/09/2014;1,8;7,1;0;33,3;27,4;22,6;77,5;73;1,533333
17/09/2014;1,3;8,5;33,6;33;27,28;22,1;75,25;64;0,933333
18/09/2014;1,8;6,3;0;32,9;26,84;22,8;85;77;1,133333
19/09/2014;1,2;7,7;26,5;32,7;26,78;22,2;79,75;66;0,266667
20/09/2014;1,8;8,9;6,2;33,2;27,48;22,4;77;62;1,866667
21/09/2014;1,7;9;0;33,7;27,36;22,3;78;67;1,266667
22/09/2014;2,4;8,7;0,4;33,3;27,28;22,2;78,25;67;0,766667
23/09/2014;2,1;7,2;0,2;32,7;27,34;23,3;80,75;76;1,733333
24/09/2014;1,9;7,1;13,1;32,3;27,18;22,1;76,25;67;1,866667
25/09/2014;2,1;8,8;0;32,7;27,14;22,1;71;57;1,9
26/09/2014;4,4;9,4;0;34;26,86;21,7;79,75;59;1,433333
27/09/2014;3,1;8,8;5,4;33,1;26,68;22,4;81,5;57;1,333333
28/09/2014;2,3;8,4;29;32,6;27,08;21,7;75,5;67;2,233333
29/09/2014;1,8;8,2;1,7;32,7;27,02;21,3;80,25;76;0,866667
30/09/2014;2;8,1;3,9;33;27,34;22,2;77,25;71;2,233333
01/10/2014;2;9,1;0;33,1;27,44;21,4;79,75;65;1,066667
02/10/2014;1,4;9,2;4,5;32,7;27,4;23,2;82,25;71;1,033333
03/10/2014;2;9,8;0,8;33,2;28,12;23,7;76,5;71;1,8
04/10/2014;1,5;10;0;33,7;27,08;22,9;80,25;59;0,933333
05/10/2014;2;9,3;0,2;33,8;27,62;22,6;79,5;61;1,766667
06/10/2014;2,5;9,3;0;33,8;27,94;23,6;76,5;60;2,166667
07/10/2014;2,6;8,3;3,2;32,7;27,38;23,4;82,25;68;0,9
08/10/2014;1,7;8,3;4,2;33,2;26,84;22,8;84,25;70;1,033333
09/10/2014;1,7;6,4;1,4;33,6;26,72;23,2;84,75;68;1,033333
10/10/2014;1,5;8,4;0;33,7;27,4;22,6;80;65;1,333333
11/10/2014;1,9;8,6;0;32,9;27,72;22,8;78,25;66;1,266667
12/10/2014;1,7;6,5;0;32;27,5;22,7;81,75;78;1,933333
13/10/2014;1,4;6,5;0;32,7;26,16;22,6;84;66;1,133333
14/10/2014;1,6;8,6;36;33,3;27,78;22,3;75,75;61;1,466667
15/10/2014;1,7;8,5;0;33,5;27,66;22,2;84;77;1,1
16/10/2014;1,6;9,4;5,6;32,9;27,92;23,2;77,75;71;2,4
17/10/2014;1,4;8,7;0;32,9;27,92;23;75,5;66;1,766667
18/10/2014;1,4;9,1;0;33,3;27,86;22,9;72,75;61;1,766667
19/10/2014;2,5;9,8;0;33,3;27,96;23,3;80,25;74;1,6
20/10/2014;2,2;8,5;1,2;32,8;27,58;22,2;77,5;69;1,166667
21/10/2014;2,2;8,7;0;33,3;28;23,6;78,25;70;1,466667
22/10/2014;2;5,8;0,8;32,6;27,12;23,6;84,5;75;1,6
23/10/2014;1,4;8,1;15;32,4;26,78;21,9;82,75;67;1,166667
24/10/2014;1,6;9,7;8,6;33,3;27,02;21,2;78,75;65;1,133333
25/10/2014;1,7;6,5;0;33,4;27,46;22,9;79;66;1,166667
26/10/2014;1,6;7,4;0;33,3;27,32;21,2;76,5;67;2,066667
27/10/2014;1,8;10,2;0;34;27,68;21,3;73,5;63;1,666667
28/10/2014;2,5;9,6;0;33;27,64;21,7;74;67;1,3
29/10/2014;2,3;9;0;33,6;27,76;22,1;73;65;1,733333
30/10/2014;2,2;10,4;0;33,8;27,82;22,3;72,75;73;2,233333
31/10/2014;2,2;9,9;0,7;34,1;27,74;21,6;67,75;50;1,833333
01/11/2014;3;10,1;0;33,9;27,94;22,5;67,75;54;2,4
02/11/2014;3,2;9,4;0;33,9;27,84;21,7;73,5;62;0,733333
03/11/2014;2,6;7,8;0;33;27,9;23,6;74,75;69;1,633333
04/11/2014;2,2;6,4;0;33,8;28,02;23;74,25;63;1,533333
05/11/2014;2,4;9,5;0;33,9;28,04;22,8;65,5;55;2,966667
06/11/2014;3,5;10;0;35,6;28,32;21,8;71,75;59;1,8
07/11/2014;2,9;9,1;0;34,7;28,3;22,8;74;61;1,8
08/11/2014;2,7;5,5;0;34,3;28,24;23,4;70;60;1,9
09/11/2014;2,8;7;0;34,5;28,06;22,8;70,25;53;2,366667
10/11/2014;2,7;10,2;0;35,8;28,46;22,2;71,75;60;2,1
11/11/2014;2,7;9,5;0;34,9;27,86;22,5;75,75;61;1,7
12/11/2014;2,3;5,6;0;34,4;28,14;23,8;80,5;76;1,766667
13/11/2014;1,9;8,6;8,7;34,7;27,92;22,2;70;63;2,733333
14/11/2014;3,1;9,5;0;35,1;27,98;21,2;72,75;62;1,6
15/11/2014;2,6;8,4;0;35,1;28,16;22,7;72;62;1,833333
16/11/2014;2,4;7,4;0,3;34,9;27,9;23,4;81;72;1,8
17/11/2014;2;8,4;23,1;33,3;27,26;22,1;79,75;70;1,8
18/11/2014;2;9;0;34,9;28,44;23;77,25;66;1,766667
19/11/2014;2,3;8,1;0;33,9;28,22;23,4;77,75;68;1,866667
20/11/2014;2,2;8,2;0;35,2;27,6;22,7;79,25;62;1,9
21/11/2014;2,5;9,4;9,2;34,9;28;22,1;75;61;1,566667
22/11/2014;2,1;10;0;34,6;28,04;22,9;79,25;66;1,866667
23/11/2014;2,3;9,3;0;35,1;28,02;22,8;72;65;1,866667
24/11/2014;2,6;9,8;0;35,3;28,42;22,6;67,75;50;1,8
25/11/2014;3,2;9,9;0;35,4;27,96;21,6;74;62;2,4
26/11/2014;2,3;9,7;0;35,4;28,6;22,8;73,25;61;1,733333
27/11/2014;2,2;8,2;0;34,6;28,1;23,3;69,25;61;2,133333
28/11/2014;2,2;9,2;0;34,6;27,64;20,4;72,5;61;1,8
29/11/2014;2;8,2;0;34,7;28,02;22;72,25;58;2,066667
30/11/2014;1,8;8,8;0;34,3;28,06;23,2;76,25;63;1,733333
