Nome: BELEM;;;;;;;;;
Codigo Estacao: 82191;;;;;;;;;
Latitude: -1.43583333;;;;;;;;;
Longitude: -48.43722221;;;;;;;;;
Altitude: 7.13;;;;;;;;;
Situacao: Operante;;;;;;;;;
Data Inicial: 1990-01-01;;;;;;;;;
Data Final: 2023-10-01;;;;;;;;;
Periodicidade da Medicao: Diaria;;;;;;;;;
;;;;;;;;;
Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(ï¿½ï;TEMPERATURA MEDIA COMPENSADA, DIARIA(ï¿½ï;TEMPERATURA MINIMA, DIARIA(ï¿½ï;UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
21/01/1993;1,1;7,6;18,4;31,7;26,64;22,5;81,75;73;2,133333
22/01/1993;2,1;9,4;2,4;32;26,18;21,9;82;59;1,866667
23/01/1993;2,5;8,4;16,3;32,2;26,28;21,6;81,25;63;1,733333
24/01/1993;2,5;7,7;0,9;31,5;26,38;22,2;82,5;80;1,733333
25/01/1993;2,6;6,6;0,1;32,1;26,34;23,5;84,5;63;1,1
26/01/1993;2,2;6,3;12,6;31,3;26,04;22,4;86,25;76;2
27/01/1993;2,5;4,9;2,8;31,2;27,04;23;81,25;79;1,766667
28/01/1993;2,4;2;2;31,4;25,4;22,7;94;80;2,1
29/01/1993;1,7;3,2;52,3;30,9;24,62;22,4;92,75;82;1,566667
30/01/1993;0,8;5,2;10,1;31,1;24,92;22;91,25;84;1,7
31/01/1993;1,5;1,8;6,7;30,6;24,76;21,4;88,75;70;0,533333
01/02/1993;1,3;3,1;32,4;30;24,72;21,5;89,75;70;1,2
02/02/1993;1,6;3,9;7,2;30,7;25,86;23;87,75;79;2,2
03/02/1993;1,7;4,3;0;30,9;25,78;23,2;91,75;82;1,066667
04/02/1993;1,3;7,7;41,7;31,6;26,7;23;80,25;69;2,466667
05/02/1993;2,8;0,4;0;27,6;25,34;23,4;89,75;83;1,933333
06/02/1993;1,1;1,5;3,5;31,2;26,16;24;88;68;0,7
07/02/1993;1;4,2;12,5;30,3;26,3;23,6;93;84;2,633333
08/02/1993;1,4;2;31,3;30,5;25,32;23;91,25;80;1
09/02/1993;1,2;1,9;18,2;31;25,56;22,8;94;89;1,066667
10/02/1993;1,3;4,9;12,2;30,7;25,16;22,5;92,5;85;1,966667
11/02/1993;1,6;1,4;4,2;29,1;26,06;23;93,5;87;2,333333
12/02/1993;0,9;0;23,1;26,2;24,18;23,1;97;95;0,533333
13/02/1993;0,4;1,2;11,2;28,5;24,86;22,2;92,75;83;1,133333
14/02/1993;0,8;1,6;1,3;29,7;25,1;23,2;89;71;1,366667
15/02/1993;1,4;0;24;26,8;24,42;21,8;94,5;88;0,833333
16/02/1993;0,8;1,7;0,2;29,8;25,46;23,6;90,75;86;1,633333
17/02/1993;1,1;0,2;2,2;28;24,28;22,3;89,5;77;1,833333
18/02/1993;1,3;0;0;29,3;24,18;21,9;87,25;68;1,566667
19/02/1993;1,5;0,5;11,3;27,5;24,14;21,4;93;80;0,6
20/02/1993;0,9;6;1,1;29,8;25,22;21,8;89,75;78;2,4
21/02/1993;1,5;7,5;8,1;31,1;25,64;22,2;89,5;79;2,2
22/02/1993;1,7;7,7;24,6;31,4;26,44;22,4;90,5;85;1,3
23/02/1993;1,5;5,9;22,1;29,9;25,84;22,5;92,25;83;2,3
24/02/1993;1,1;3,6;19,6;31;26,28;23,2;89;75;1,9
25/02/1993;1,1;1,8;66,2;29,7;25,26;22,1;89;77;1,466667
26/02/1993;1,2;0,4;0,1;28,2;24,44;22,5;94,25;89;1,833333
27/02/1993;0,8;3,5;7,6;29,9;25,1;21,6;91,75;87;0,666667
28/02/1993;1,1;3,8;0,5;31,5;25,52;22,7;95,5;91;1,033333
01/03/1993;0,9;1,2;24,6;29;25,56;23;90;75;1,066667
02/03/1993;1,1;1,9;0,3;30;25,32;23,7;91,25;77;1,233333
03/03/1993;1,1;1,4;0,1;28,9;24,62;22,8;91,5;79;1,533333
04/03/1993;1,2;4,9;0,8;31,4;26,4;22,4;87;79;1,033333
05/03/1993;1,8;1,9;1;29,5;25,14;23,3;91,75;81;1,5
06/03/1993;1,2;2,2;9,6;29,7;25,22;23;94,75;92;0,5
07/03/1993;1;6,4;8;30,7;25,24;22,2;93,25;85;2,333333
08/03/1993;1,1;5,5;19,3;31,4;25,54;22,4;86,25;66;1,733333
09/03/1993;1,9;9,1;14;31,4;26,08;21,6;86,5;75;1,7
10/03/1993;2,3;6,2;1,3;32,2;26,66;23;91,5;82;1,9
11/03/1993;1,5;5,8;43,1;31,5;26,02;22,7;92,75;84;1,933333
12/03/1993;1,3;5,3;59;31,2;25,58;22,4;95;90;1,833333
13/03/1993;1,1;6,2;38,4;31,6;25,82;22,4;92,75;85;2
14/03/1993;1,2;4,6;32,4;32;25,52;22,6;89,5;74;1,366667
15/03/1993;2,1;3,8;5,8;31,2;25,58;23;93,25;88;1,566667
16/03/1993;1,7;0;13,9;26,7;24,44;23;93;84;0,966667
17/03/1993;0,6;3;1,7;30,6;25,32;23;89;75;1,333333
18/03/1993;1,2;1;23,4;29,2;24,58;22,2;93,75;85;1
19/03/1993;1;0,9;8,6;30,3;25,5;22,9;97,25;96;0,666667
20/03/1993;0,9;3,3;25,9;29,9;24,7;21,6;92,25;85;0,966667
21/03/1993;1,3;0,5;9,6;27,5;24,46;22,2;96;95;0,533333
22/03/1993;0,7;5,6;0,3;31,1;26,06;22,3;92,75;86;1,166667
23/03/1993;1,9;7,1;2,6;31,5;25,9;23;91,25;82;1,866667
24/03/1993;1,4;2,7;13,1;31,5;25,94;22,6;93,25;90;1,133333
25/03/1993;1;1,8;10,2;28,2;24,98;23;93,25;82;0,733333
26/03/1993;0,9;3,4;0,5;29,3;25,58;22,4;93;83;1,533333
27/03/1993;0,5;3,4;22;30,2;24,8;22,2;89;70;1,766667
28/03/1993;1,1;1,9;20,1;28,5;25,12;22,4;89,75;81;1,7
29/03/1993;1,3;2;0;30;25,7;22,9;94,25;87;1,6
30/03/1993;0,7;1,1;29,2;28,6;25,12;22,6;88,75;75;1,633333
31/03/1993;1,5;7,1;0;31,5;25,82;22,2;89,5;78;1,433333
01/04/1993;1,7;5,4;2,3;31,2;26,28;23,4;93;81;1,633333
02/04/1993;1,1;5;20,3;30,1;25,38;22,8;94;89;2,2
03/04/1993;1,2;5,9;6,1;29,4;25,58;22,6;90,25;81;1,633333
04/04/1993;1;5,3;2,7;30,4;26,34;22,8;92;86;1,733333
05/04/1993;1,1;4,8;1,2;31,3;26,06;23;90,5;79;2,366667
06/04/1993;1,3;6,7;0,9;31,8;26,38;23,5;89,5;82;2,133333
07/04/1993;1,6;6,5;0,7;31,8;26,16;23,2;91,75;86;1,8
08/04/1993;1,2;1,2;7,8;30,5;26,18;23;93;87;1,1
09/04/1993;1;4,1;4,4;29,9;25,32;22,8;87,5;74;1,4
10/04/1993;1,5;0,9;7,5;29,5;25,3;22,6;95,25;92;0,666667
11/04/1993;0,7;7,5;11,8;31,3;26,1;22,6;88,75;74;1,7
12/04/1993;1,8;3,2;5,3;30,2;25,52;22,7;92,25;87;1,033333
13/04/1993;0,9;5,6;4,7;32,2;26,38;22,7;87;65;1
14/04/1993;2,5;6;0;31,1;26,56;23,3;84,75;68;2,3
15/04/1993;1,9;6,7;0,5;32;26,48;23;93,5;87;1,8
16/04/1993;1,6;2,9;19,5;30,7;26,3;23,6;92,25;89;1,533333
17/04/1993;1,2;0;4,4;28,9;24,88;23,3;93,5;81;0,766667
18/04/1993;0,6;6,8;11,2;30,9;25,98;22,9;89,5;75;1,266667
19/04/1993;1,2;1,1;10,1;27,9;24,84;22,7;93,75;89;1,7
20/04/1993;0,7;7,3;7,8;31,1;25,88;22;94,25;84;1,166667
21/04/1993;1,2;7,1;49,8;31,8;26,28;22,8;88,5;79;1,833333
22/04/1993;1,7;6,7;2,8;31,2;26,36;23,8;90,75;83;2
23/04/1993;1,4;5,7;19,7;31,3;26,28;23,2;88,5;77;2,066667
24/04/1993;1,3;1,3;13,7;28,6;25,5;23,2;95;93;0,866667
25/04/1993;0,8;3,2;11,4;29,8;25,94;23,9;89,75;73;1,4
26/04/1993;1;5,4;13,4;30,7;26,32;23;94,25;84;1,933333
27/04/1993;1;5,2;23,4;30,3;26;22,8;93;89;1,166667
28/04/1993;1;6,8;2,8;31,8;26,06;22,8;88,25;69;2
29/04/1993;1,5;5,4;35,5;31,7;25,9;22,8;88;66;1,733333
30/04/1993;1,6;2,7;18,8;29,4;25,5;23,4;92,5;85;1,1
01/05/1993;1;0,8;27,8;28;25,52;23,7;91,5;81;2,033333
02/05/1993;1,2;4,6;16,7;30,2;25,78;22,8;87,25;68;1,7
03/05/1993;1;0,4;0,8;28,6;25,28;23,2;95,25;90;0,7
04/05/1993;0,6;4,4;37,4;29,9;25,82;22,9;89,75;80;1,3
05/05/1993;1;9,9;9,6;31,5;25,96;22,4;86,75;69;2,366667
06/05/1993;2,4;8,4;12,8;32,8;26,84;22,6;83;61;2,233333
07/05/1993;2,2;8,3;0,2;31,7;26,96;23,9;82,25;64;2,266667
08/05/1993;2,4;8,1;0,4;32,1;26,76;23,7;86,25;68;2,1
09/05/1993;2,3;7,4;5,3;32,5;27,16;23,2;82,5;64;1,866667
10/05/1993;2,3;2,4;0,7;32,1;26,88;24,4;86;73;1,4
11/05/1993;1,8;2,6;0,1;32,3;26,18;23,2;90;78;1,666667
12/05/1993;1,2;6;35,7;31;26,72;23,2;89,25;78;1,1
13/05/1993;1,4;7,5;0,2;31,9;26,68;23,3;86,25;66;1,533333
14/05/1993;1,8;7;15,8;32,2;27,26;23;90,25;82;1,4
15/05/1993;1,8;7,9;3,5;32,2;27,1;23,7;86,5;64;1,666667
16/05/1993;2;6,8;2,8;32,6;26,48;23;86,25;64;2,266667
17/05/1993;2,1;6,3;8,4;30,5;26,22;22,7;90,25;82;1,533333
18/05/1993;1,4;7,1;1,1;31,5;26,58;23,4;88;73;2,466667
19/05/1993;1,6;7,7;27,3;31,5;25,94;22,7;86;67;1,566667
20/05/1993;1,6;6,3;5,2;31,2;26;23,6;87,25;70;1,166667
21/05/1993;1,9;2,5;1,2;31;25,28;22,8;89;71;2,333333
22/05/1993;1,1;2,6;20,9;30,6;25,02;22,2;90;74;1,7
23/05/1993;1,5;7,9;2,9;30,5;25,9;22,8;85,5;65;2,3
24/05/1993;2,5;9,4;0;31,8;26,1;22,3;85;68;2,2
25/05/1993;2,7;9,5;8;31,9;26,6;23,4;82,75;63;2,733333
26/05/1993;2,8;9,1;4,4;31,7;25,98;22,8;84,5;60;2,033333
27/05/1993;2,5;9,7;14,4;31,8;26,78;22;84,5;66;1,233333
28/05/1993;2,5;8,1;0;33;27,76;24;79,5;59;1,9
29/05/1993;3;8;0;32,3;26,38;22,8;84,75;71;1,9
30/05/1993;2;5,8;0,3;31,9;26,98;23;80,75;62;1,7
31/05/1993;2,5;5,9;1,3;31,7;26,52;23,4;88;81;1,233333
01/06/1993;2;9,6;0;32;27,08;22;78,75;61;2,333333
02/06/1993;3,1;8,2;0;32,3;26,8;23,2;80,25;64;2,2
03/06/1993;2,3;7,4;3,4;31,9;26,4;22,4;84;68;1,9
04/06/1993;2;7,2;0,2;31,6;26,42;22,5;80,75;66;2,4
05/06/1993;2,1;8,3;0;31,4;26,8;22,6;81,25;66;2,433333
06/06/1993;2,6;8,6;0,3;32,3;26,58;22,8;82,25;57;1,8
07/06/1993;2,4;5,2;2,1;31,6;26,48;24;87,75;77;1,633333
08/06/1993;2;6,5;0;32;26,52;23,2;83,25;63;1,466667
09/06/1993;2,4;9,2;0;31,9;26,72;23;83;61;2,366667
10/06/1993;2,2;4,9;4,4;30,9;26,14;23,4;89;77;2,033333
11/06/1993;2,2;3,8;0;29,7;25,96;23,3;89,75;76;1,733333
12/06/1993;1,6;7,5;1,5;31,8;26,32;22,4;83,25;64;2,5
13/06/1993;2,4;7,3;0,8;31,9;26,14;23,1;85,5;66;2,233333
14/06/1993;1,7;4,3;8,6;31,7;25,52;22,9;91,75;81;1,833333
15/06/1993;1,3;8,5;33,5;30,7;25,8;22,2;87,25;71;2,533333
16/06/1993;2,4;7,7;1,5;31,4;25,82;22,3;85,25;66;1,7
17/06/1993;2,2;9,3;8,5;31,2;26,52;21,9;81,5;65;2,4
18/06/1993;3,1;9,3;0;32,2;27,14;22,9;78,25;63;2,366667
19/06/1993;2,9;6,4;0,1;32,1;27,28;23,6;82;62;1,6
20/06/1993;2,3;8,4;0,6;31,6;26,66;23;84,25;65;2
21/06/1993;2,5;7,5;3;31,8;25,62;22,8;83,5;64;2,8
22/06/1993;1,5;2,9;12,9;29,9;25,18;22,4;90,25;73;0,766667
23/06/1993;1,2;9,1;22;31,6;26,12;22,2;83;64;2,6
24/06/1993;2,5;9,3;0;32;26,04;22,6;85,75;63;1,866667
25/06/1993;2,5;8,5;5;31,9;26,82;23;81,75;64;2,333333
26/06/1993;2,6;8,8;0;32,1;26,52;23,1;85;67;1,233333
27/06/1993;2,1;7,6;5;31,4;26;22,8;87,25;69;1,4
28/06/1993;1,9;9,6;10,7;31,6;26,28;22,4;85,75;66;2,533333
29/06/1993;2,4;9,3;6,8;31,5;25,84;22,6;87;70;0,766667
30/06/1993;1,9;8,3;6;31,8;26,28;21,6;85,5;72;1,533333
01/07/1993;1,8;8,4;6,2;31,4;25,8;22,2;86,5;68;1,233333
02/07/1993;1,9;9,2;10,2;31,5;25,6;21,6;87,75;73;1,7
03/07/1993;1,8;9,3;3,8;31,6;26,24;20,8;80,75;65;2,333333
04/07/1993;2,2;7,7;0,1;31,9;25,52;21,2;79;65;1,966667
05/07/1993;2;6,6;0;30,7;25,3;21,4;86,25;72;1,566667
06/07/1993;1,6;8,1;15,4;31,2;25,86;21,2;83;72;1,2
07/07/1993;1,9;8,9;5,7;31,6;26,7;21,7;81;66;1,833333
08/07/1993;2,4;4,9;0;31,1;25,68;22,4;87;72;1,533333
09/07/1993;1,5;8,8;14,2;31;26;22;90,25;81;1,366667
10/07/1993;2,1;7,7;3,1;31,1;26,4;22,7;85,5;72;1,933333
11/07/1993;1,9;5;0,5;30,7;25,64;23,1;88;72;2,433333
12/07/1993;2,2;9,3;9;32;26,32;21,3;78,25;56;2,066667
13/07/1993;2,4;8,9;2,6;31,5;26,3;22,4;78,75;65;1,866667
14/07/1993;2,6;7,7;0;31,5;25,6;21,9;86,75;68;1,566667
15/07/1993;1,9;6,8;5,3;32;25,86;22,2;86,75;65;1,766667
16/07/1993;1,6;9,2;1,3;31,8;26,5;22,1;79,75;63;2
17/07/1993;2,5;2,4;0;30,5;25,4;22;85,75;71;1,666667
18/07/1993;2;6,3;0,1;31,1;25,6;23,1;83,5;61;1,2
19/07/1993;2,5;9;0,5;33,8;27,2;22,2;79;58;2,333333
20/07/1993;2,7;6,1;0,2;31,9;25,82;22,2;84,5;77;2,266667
21/07/1993;2;9;0;32,4;26,5;20,8;76,5;54;2,1
22/07/1993;3,4;8,9;0;32,4;26,4;22,4;86,25;72;1,7
23/07/1993;2,2;8,5;9,1;31,7;25,96;23;87;67;1,466667
24/07/1993;1,7;8,7;15;32,2;26,32;21,9;79,5;64;2,333333
25/07/1993;2,5;3;0;31,8;25,88;23,1;88,25;72;0,9
26/07/1993;1,4;7;14,3;31;25,3;21,9;86,75;69;1,366667
27/07/1993;1,5;6,8;6,8;31,7;25,52;22;89;78;2,3
28/07/1993;1,4;8,2;8,9;30,5;25,46;21,2;87,5;74;1,366667
29/07/1993;1,9;8,8;7,6;30,8;26,4;21,7;81,75;65;2,366667
30/07/1993;2,4;8,8;11,6;31,1;26,06;22;84,5;62;2,133333
31/07/1993;2,4;7,6;0;31,5;26,94;23,1;83;62;1,433333
01/08/1993;2,4;9,6;0;32,2;25,48;21,4;83,75;60;1,966667
02/08/1993;2,5;5,4;46,9;30,1;24,9;21,4;91,5;86;1,6
03/08/1993;1,3;9,4;0,6;30,7;26,1;21,2;80;64;2,233333
04/08/1993;2,3;7,9;0;32;26,46;23,4;81;60;1,733333
05/08/1993;3;8;2,4;32;26,22;22,9;86,5;72;1,633333
06/08/1993;1,7;5,3;12,8;30,9;26,02;23,4;91,25;84;1,266667
07/08/1993;1,8;8,8;1,3;32;26,72;22,9;78,25;64;2,466667
08/08/1993;2,5;9,4;4;32,1;26,54;22,4;81,25;61;2,233333
09/08/1993;2,6;9,2;0;32;26,64;22,2;85,5;71;1,7
10/08/1993;2,5;7,9;1,8;31,6;26,28;23,2;88,25;81;2,166667
11/08/1993;1,7;9;10,5;31,4;26,42;22,3;83,75;75;1,733333
12/08/1993;2;7,3;0,1;31,8;25,92;22,8;89,5;80;1,1
13/08/1993;1,8;8,7;5,9;31,4;26,16;22,1;85;71;1,9
14/08/1993;2,3;5,3;2,7;30,2;25,46;22,5;92,5;81;2
15/08/1993;1,1;6,4;9,7;30,9;26,02;22,2;86,25;68;1,8
16/08/1993;1,9;6,8;1,5;30,7;25,92;22,5;88;78;1,4
17/08/1993;1,9;6,6;0;30,9;25,8;22,5;88,25;78;2,1
18/08/1993;1,5;8,2;0,2;31;25,62;22,1;90,5;82;2,366667
19/08/1993;1,8;10,2;26,4;31,8;26,36;22;86;68;1,833333
20/08/1993;2,3;7;0;31,4;26,22;22,6;86,25;78;2,466667
21/08/1993;1,4;6,9;14,1;30,7;25,86;22,2;88,25;80;1,366667
22/08/1993;1,7;8,1;10,4;31,1;25,78;21,4;80,5;67;2,6
23/08/1993;2,3;7;8,4;31,4;25,6;21,8;86,75;69;2
24/08/1993;1,6;9,4;27,6;30,9;25,82;21,2;80,5;67;2,433333
25/08/1993;2,5;9,9;0,2;31,9;26,76;22,3;82,25;74;2,466667
26/08/1993;2,8;9,6;0;32,4;26,6;22,6;81;62;2,2
27/08/1993;2,7;9,6;3;31,8;26,6;22,6;73,75;56;2,466667
28/08/1993;4;7;0;31,4;25,26;21,7;86,75;71;1,933333
29/08/1993;1,8;7,6;46,4;31,1;25,52;21,8;86,75;74;2,133333
30/08/1993;1,7;8,7;1,6;31,3;25,3;21,6;86,75;71;2,266667
31/08/1993;2;10,2;4,6;31,7;26,6;21,8;80;65;2,1
01/09/1993;2,4;7,8;0;31,3;25,86;22,4;88;79;2,3
02/09/1993;1,8;8,9;7,2;31,3;26,22;21,4;77,5;62;2,333333
03/09/1993;2,9;8,9;0;32,3;26,6;21,4;76,25;68;2,466667
04/09/1993;3,1;6,3;0;30,7;26,06;21,2;88,25;78;2,633333
05/09/1993;1,5;8,9;45,6;31;25,84;22,4;86,5;76;1,8
06/09/1993;2,5;7,6;0;31,7;26,14;22;80;65;2,3
07/09/1993;2,5;9,8;8,6;32,4;26,48;21,4;73,25;55;3,2
08/09/1993;4;7,5;0;31,9;25,88;22,3;89;76;1,433333
09/09/1993;1,9;9,1;9,7;31,4;26,4;21,4;82,5;65;2,033333
10/09/1993;2,7;7;0;32;26,22;21,2;81,5;67;1,966667
11/09/1993;2,4;6,7;0,6;31,6;25,98;22,4;86,75;74;2,1
12/09/1993;1,8;6,8;7,3;32,2;25,76;21,8;84,75;62;1,466667
13/09/1993;2;6,4;4,1;31,5;25,92;22,6;86,25;65;1,1
14/09/1993;2;7,3;0,8;30,8;25,76;22,2;88,75;79;0,933333
15/09/1993;1,6;8,8;13,8;31,3;25,86;22,2;85,5;66;1,9
16/09/1993;2,5;5,7;0,1;31,1;26,46;22,3;78,5;66;2,466667
17/09/1993;3,2;9;0;31,7;26,82;23;80,25;64;2,133333
18/09/1993;3,1;6,9;3,1;30,9;26,72;23,7;80,25;78;2,533333
19/09/1993;2,6;9,6;0,5;31,5;26,3;22,8;77,25;67;2,633333
20/09/1993;3;8,4;0;31,8;26,54;21,2;84,75;80;1,866667
21/09/1993;2,2;8;1,8;31,7;26,68;22,7;82,25;71;1,666667
22/09/1993;2,2;9,1;1;31,9;26,5;21,5;78,5;67;2,966667
23/09/1993;5,2;9;0;32,1;26,94;21,9;81,25;66;2
24/09/1993;3,8;7,9;0;32,8;27,3;22,6;78,25;63;1,566667
25/09/1993;5;9;0;32,5;27,06;23;80;68;1,866667
26/09/1993;4;8,6;0;32,4;27,2;23,6;80;72;2,8
27/09/1993;2,9;7,5;3,7;31,8;26,26;20,8;80,5;68;2,733333
28/09/1993;2,4;9;8,6;32,1;26,58;22,4;84,5;67;1,266667
29/09/1993;3,1;8,9;1,2;32,5;26,86;23,2;85,25;73;2,566667
30/09/1993;3,1;8,4;0;32,2;27,46;23,9;76;66;3
01/10/1993;5,5;8,7;0;32,5;26,6;22,3;80,75;68;2,866667
02/10/1993;2,8;8,7;0,5;32,3;26,18;22,2;84,75;69;1,866667
03/10/1993;2,4;6,9;1,2;31,6;26,08;22,8;88,75;75;1,866667
04/10/1993;1,9;7,6;4,7;31,7;27,22;23,8;77,5;64;1,8
05/10/1993;2,5;6,6;0;32,2;26,24;21,8;88,5;79;2,566667
06/10/1993;1,9;9,6;43,8;31,9;26,9;21,8;78,5;66;2,533333
07/10/1993;3,5;9,4;0;32,4;27,4;24,9;77;71;3,366667
08/10/1993;2,9;8,8;0;31,9;26,68;22,2;77,75;68;2,466667
09/10/1993;5,1;6,8;0;32,8;26,28;23;86,25;72;1,9
10/10/1993;1,8;9,5;26,2;32,4;25,96;22,8;85,25;61;2,333333
11/10/1993;2,8;8,7;6,6;32,3;26,18;23;85,5;77;2,4
12/10/1993;2,9;5,4;0,6;30,9;25,94;22,4;90,75;80;2,033333
13/10/1993;1,6;6;21,4;31,5;26,38;23,1;85,5;83;2,033333
14/10/1993;1,8;7,2;6,3;31;25,88;21,8;84,25;70;1,733333
15/10/1993;2,3;6,7;0;31,5;25,98;22,3;86;70;1,233333
16/10/1993;2,1;7,1;0,2;32,2;26,16;22,8;87;74;1,966667
17/10/1993;2,1;5,7;2,6;31,5;25,84;22,8;92;80;1,9
18/10/1993;1,4;4,6;9,3;31,1;26,6;23,5;87,75;84;1,9
19/10/1993;1,7;8,2;1,2;32,3;27,06;24,4;84,25;75;2,533333
20/10/1993;2,1;6,8;14;31,2;26,4;22,6;90,75;84;1,533333
21/10/1993;2;4,8;2,1;31,1;26,46;23,8;92,5;81;2,033333
22/10/1993;1,3;8,6;9,7;32,5;27,08;22,6;78,5;59;1,333333
23/10/1993;3,2;9,2;0;32,4;27;23,4;84,25;73;2,433333
24/10/1993;2;7,7;6,4;32;27,08;22,8;82,75;69;1,566667
25/10/1993;2,6;8,4;0;31,5;26,42;22,8;81,75;70;1,733333
26/10/1993;2;8,4;4,8;31,9;27,1;22,4;75,75;62;2,1
27/10/1993;3,9;8,7;0;32,6;27,16;22,4;76,75;60;2,133333
28/10/1993;2,7;3,7;0;31,2;26,56;22,8;88;83;1,7
29/10/1993;2,2;5,3;8,9;31,4;25,4;22,6;92,5;85;2,1
30/10/1993;1,5;3,8;13,6;30,6;25,54;22;94,25;87;1,133333
31/10/1993;1,2;1,9;10,2;31,1;25,2;22,6;90,5;79;2,233333
01/11/1993;1,4;5,5;5,3;30,8;27,08;22,5;83,5;78;2,2
02/11/1993;1,9;7;0,7;30,6;27,58;24,6;83,5;78;2,633333
03/11/1993;2,1;7,6;10,8;30,1;27,7;24,5;83,75;82;1,933333
04/11/1993;2,3;3,2;6,2;29,6;null;24,5;null;83;2,066667
05/11/1993;2,5;1,6;9,2;30,5;26,38;24,7;91,25;80;1,033333
06/11/1993;1,1;8,2;3,1;31,9;27,32;24,4;85,25;74;2,066667
07/11/1993;1,6;6,3;1,6;31,6;27,14;23,8;80,5;64;2,133333
08/11/1993;2,3;5,5;0,4;31,4;27,46;23,8;79,25;72;2,166667
09/11/1993;2,1;4;0,5;31,2;27,44;24,4;79,5;71;1,7
10/11/1993;2;8,4;0;31,8;26,24;24;87,75;71;3,566667
11/11/1993;2,2;4,7;17,4;31,6;26,7;24;89,75;84;1,866667
12/11/1993;1,3;1,1;27,8;30;25,82;22,6;90,75;79;1,5
13/11/1993;1,1;7,7;5,4;31,3;26,46;23,2;83,25;67;2,033333
14/11/1993;1,7;6,1;0;31,7;27,22;24,4;85;70;1,466667
15/11/1993;1,8;2,8;0,1;31,6;26,98;24;89;85;1,766667
16/11/1993;1,3;1,4;12,5;29,3;26,62;25;88,75;87;1,633333
17/11/1993;1,1;7,1;17,6;30,6;26,62;22,8;85;77;1,833333
18/11/1993;1,8;5,3;3,6;30,3;26,16;23,2;88;80;1,466667
19/11/1993;1,3;8,3;11,8;32,2;27,22;23,4;81,5;68;1,466667
20/11/1993;1,9;1;3,2;29,7;25,98;24,2;90,75;85;1,066667
21/11/1993;1;6,8;2,6;31,9;26,5;23,4;87,5;80;2,733333
22/11/1993;1,3;6,3;37,5;32,3;26,72;24,1;83,5;59;1,366667
23/11/1993;1,8;6,5;19,6;30,5;27,12;23,9;80;73;2,433333
24/11/1993;2;7,9;0;31,9;27,04;23,3;82,5;71;1,8
25/11/1993;1,8;7,5;7,2;31,5;27,2;22,7;83;76;2,466667
26/11/1993;1,9;3,7;0;31,9;26,98;24,7;86,25;70;1,466667
27/11/1993;1,4;3,3;14,6;30,8;26,18;23,3;93;86;1,1
28/11/1993;0,7;6,3;38,9;31,3;26,44;23,5;89;84;2,133333
29/11/1993;1,3;7,2;6;31,5;26,88;22,8;87,75;86;1,266667
30/11/1993;1,5;6,4;4,6;31,8;26,64;22,9;85,25;70;1,633333
01/12/1993;1,4;3,9;20,5;31,1;27,56;24;81,75;68;2,233333
02/12/1993;1,8;2,5;0;31,4;27,08;24,5;82,75;73;1,866667
03/12/1993;1,4;7,2;1;31,5;27,24;23,1;79,5;74;2,533333
04/12/1993;2,1;8;0;31,8;27,28;23,7;84;72;2,1
05/12/1993;1,6;6,1;18,9;31,6;27,08;24;86;74;1,466667
06/12/1993;1,5;3,4;4,2;30,7;26,74;24,2;92;89;1,866667
07/12/1993;1,2;9,1;24,9;32,7;27,56;22,7;74,75;59;3
08/12/1993;2,3;7,7;0;32,3;26,9;23,2;83,75;64;1,933333
09/12/1993;2,2;8,2;11,6;32,7;27,76;23,7;76,5;65;2,833333
10/12/1993;2,4;8,1;0;33,2;28;23,4;75;59;2,333333
11/12/1993;5,5;8,6;0;32,5;26,98;24;84,75;74;2,033333
12/12/1993;1,8;5;17;31,3;27,06;23,4;87,75;79;1,666667
13/12/1993;1,4;2,5;0,8;30,7;26,62;24;88,75;76;1,566667
14/12/1993;1,2;0;8,5;28,3;24,98;23,6;94,25;91;1,8
15/12/1993;0,3;7,7;5,7;31,2;27,16;23,2;81,25;76;1,766667
16/12/1993;2;3,7;0,2;30,5;27,06;23,4;85,75;79;1,433333
17/12/1993;1,4;6,6;0;31,5;27,3;24,2;83,5;77;2,5
18/12/1993;1,8;5,8;2,2;31,5;27,76;23,6;78;70;2,1
19/12/1993;2;5,4;0,1;31,7;27,02;23,3;86,25;75;2,566667
20/12/1993;1,5;4,4;7;31,1;27,04;23,8;86,5;82;2,133333
21/12/1993;1,6;5,3;1,4;31,5;27,38;23,6;86,75;80;1,066667
22/12/1993;1,6;6;1,2;32;27,08;24;86,5;75;1,666667
23/12/1993;1,6;1,4;33;29,8;26,92;23,9;82,75;83;1,733333
24/12/1993;1,6;1,6;6,4;30,6;25,5;22;90,25;80;1,133333
25/12/1993;1;2;24,9;30,3;25,98;22;91;85;1,233333
26/12/1993;1;2,7;5,3;29,9;25,94;23,5;94,75;88;1,633333
27/12/1993;0,6;2,4;45,4;30,1;25,5;23,5;93,25;90;1,466667
28/12/1993;0,9;3,3;12,7;30,5;25,3;23;88,5;67;1,5
